invoice_id,client_industry,client_credit_rating,client_company_size,payment_method,has_dispute_history,collateral_or_guarantee,payment_terms_days,invoice_amount_kes,client_relationship_years,prior_late_payments_count,discount_offered_pct,days_outstanding_avg_historical,guarantee_value_kes,economic_sector_growth_rate_pct,payment_risk_category
686,Retail,Good,Medium,Bank Transfer,No,Yes,30,301413.0,0.2,1,1.57,21.1,266854.7891414978,1.93,On-Time
687,Construction,Fair,Large,Letter of Credit,No,No,60,313804.0,8.4,1,2.23,31.8,,1.26,Late
688,Retail,Good,Medium,Bank Transfer,No,No,90,123101.0,5.3,0,3.99,5.9,,1.81,On-Time
689,Manufacturing,Fair,Large,Bank Transfer,No,Yes,45,257004.0,6.2,1,3.34,37.6,169926.95588993773,1.8,On-Time
690,Technology,Good,Medium,Bank Transfer,No,No,30,487553.0,4.7,0,3.69,10.7,,5.17,On-Time
691,Construction,Good,Medium,Bank Transfer,Yes,No,45,104000.0,0.5,1,2.42,9.5,,1.93,Late
692,Construction,Fair,Small,Mobile Money,No,Yes,45,215641.0,4.1,0,2.28,20.2,157041.1584778256,0.6,Severely Late
693,Retail,Good,Small,Cheque,No,No,45,503200.0,3.7,5,1.54,50.7,,1.74,Severely Late
694,Healthcare,Excellent,Medium,Letter of Credit,No,Yes,30,238452.0,0.3,2,1.06,42.2,98589.20330270383,2.99,On-Time
695,Retail,Good,Medium,Cheque,No,No,30,176689.0,6.6,1,2.51,19.0,,1.55,On-Time
696,Construction,Fair,Medium,Bank Transfer,No,Yes,60,708867.0,7.9,0,1.93,25.4,378939.47764408623,1.47,On-Time
697,Retail,Good,Large,Bank Transfer,No,No,15,205130.0,8.1,2,1.89,40.5,,1.2,Late
698,Technology,Good,Large,Mobile Money,Yes,No,30,490994.0,4.0,0,2.82,15.7,,4.31,On-Time
699,Construction,Excellent,Small,Letter of Credit,No,No,45,276669.0,5.4,1,0.0,28.5,,1.33,On-Time
700,Retail,Good,Medium,Mobile Money,No,Yes,15,471546.0,5.7,1,1.06,33.2,315313.1747939636,1.71,On-Time
701,Technology,Fair,Small,Mobile Money,Yes,Yes,45,482252.0,3.9,2,0.39,28.1,404152.4631451933,4.55,On-Time
702,Retail,Poor,Medium,Cheque,No,No,30,365211.0,1.2,3,2.38,42.1,,1.93,Severely Late
703,Technology,Good,Small,Bank Transfer,No,Yes,45,296047.0,9.2,1,3.58,33.9,167773.73880423923,4.74,On-Time
704,Healthcare,Excellent,Small,Letter of Credit,No,No,15,167094.0,1.8,2,3.26,29.3,,3.05,On-Time
705,Technology,Poor,Medium,Bank Transfer,No,Yes,30,1567740.0,4.5,1,1.13,32.4,1168624.9396099425,4.51,On-Time
706,Healthcare,Good,Small,Bank Transfer,No,No,60,569808.0,3.8,1,3.55,26.2,,3.36,On-Time
707,Healthcare,Fair,Small,Letter of Credit,No,Yes,30,515049.0,9.2,0,1.85,11.8,276815.29054692434,2.46,On-Time
708,Manufacturing,Fair,Medium,Bank Transfer,No,No,90,227289.0,5.7,4,3.68,42.6,,1.55,Severely Late
709,Retail,Fair,Enterprise,Mobile Money,No,Yes,90,360837.0,5.1,2,1.39,36.7,192766.00277082543,0.98,Severely Late
710,Manufacturing,Good,Medium,Letter of Credit,No,Yes,15,65441.0,3.6,1,2.26,17.8,78247.2031566038,1.46,On-Time
711,Manufacturing,Poor,Large,Bank Transfer,No,No,45,314462.0,1.9,0,1.27,9.2,,1.99,Late
712,Technology,Fair,Medium,Mobile Money,No,No,45,351734.0,25.0,1,2.17,24.2,,4.59,Late
713,Technology,Fair,Small,Bank Transfer,No,No,60,300786.0,3.3,0,1.12,17.5,,5.29,On-Time
714,Technology,Good,Medium,Bank Transfer,No,No,30,222755.0,2.8,1,2.04,15.2,,4.47,On-Time
715,Manufacturing,Excellent,Small,Bank Transfer,Yes,No,30,1220609.0,3.1,1,1.95,24.5,,2.26,On-Time
716,Healthcare,Good,Medium,Bank Transfer,Yes,No,90,217324.0,6.5,1,1.08,27.4,,2.87,On-Time
717,Healthcare,Poor,Large,Bank Transfer,No,Yes,45,201445.0,5.2,0,0.0,16.0,115621.23576343358,3.5,On-Time
718,Healthcare,Good,Medium,Bank Transfer,No,No,15,413417.0,5.8,2,3.62,21.9,,2.8,On-Time
719,Retail,Poor,Large,Bank Transfer,No,No,45,450187.0,7.2,0,3.82,18.2,,0.9,Late
720,Retail,Fair,Medium,Bank Transfer,No,No,45,248240.0,5.3,0,2.87,12.3,,1.3,Late
721,Construction,Fair,Large,Bank Transfer,No,No,60,94592.0,4.7,1,2.27,29.8,,0.75,Severely Late
722,Manufacturing,Good,Enterprise,Letter of Credit,No,No,15,44713.0,6.2,0,1.1,18.2,,2.66,On-Time
723,Healthcare,Excellent,Small,Cheque,No,No,60,863518.0,3.2,0,1.68,18.4,,2.88,On-Time
724,Retail,Fair,Medium,Bank Transfer,No,Yes,30,418765.0,10.5,0,2.28,20.1,168032.45782654735,1.63,On-Time
725,Technology,Excellent,Small,Mobile Money,No,Yes,30,471364.0,7.5,1,1.3,25.3,230626.75994650763,4.27,On-Time
726,Construction,Excellent,Small,Mobile Money,Yes,Yes,30,237546.0,1.1,1,3.63,21.2,235432.11104753095,1.18,On-Time
727,Construction,Fair,Medium,Mobile Money,No,No,30,542580.0,0.5,2,2.19,40.5,,1.23,On-Time
728,Construction,Good,Medium,Cheque,No,No,15,379142.0,1.4,1,2.61,16.4,,0.46,On-Time
729,Retail,Poor,Large,Bank Transfer,No,No,45,177325.0,5.6,0,0.0,19.0,,1.04,Late
730,Technology,Good,Small,Bank Transfer,No,Yes,45,215182.0,2.5,0,1.61,15.6,238824.55710473968,3.99,On-Time
731,Manufacturing,Poor,Small,Cheque,No,No,60,685881.0,1.6,1,2.1,32.2,,1.49,On-Time
732,Healthcare,Excellent,Small,Mobile Money,No,No,60,1164527.0,2.9,2,0.68,16.1,,2.5,On-Time
733,Healthcare,Fair,Small,Mobile Money,No,No,90,462135.0,6.3,5,2.74,60.0,,2.88,Severely Late
734,Healthcare,Poor,Large,Bank Transfer,No,No,30,358183.0,5.5,1,1.14,26.8,,2.39,On-Time
735,Retail,Good,Enterprise,Letter of Credit,No,Yes,45,217787.0,1.6,0,2.96,13.7,220744.6176278654,1.66,On-Time
736,Retail,Good,Small,Cheque,No,No,90,163021.0,5.3,1,1.86,30.8,,0.83,On-Time
737,Construction,Excellent,Small,Mobile Money,No,No,60,339268.0,7.8,2,1.46,37.1,,0.77,On-Time
738,Technology,Good,Large,Bank Transfer,No,No,30,178898.0,5.6,1,0.32,25.3,,4.83,On-Time
739,Manufacturing,Excellent,Enterprise,Bank Transfer,No,No,30,383702.0,7.3,1,3.11,13.2,,1.73,On-Time
740,Manufacturing,Good,Large,Mobile Money,No,No,30,669864.0,25.0,3,1.53,30.3,,2.28,On-Time
741,Technology,Excellent,Large,Mobile Money,Yes,No,45,276557.0,6.8,3,2.06,62.3,,3.95,Late
742,Healthcare,Fair,Small,Mobile Money,No,No,45,185256.0,3.6,0,0.0,7.4,,3.11,On-Time
743,Healthcare,Fair,Enterprise,Cheque,No,Yes,15,492308.0,4.0,0,1.58,10.3,359351.47029429936,3.07,On-Time
744,Manufacturing,Fair,Small,Bank Transfer,Yes,No,15,250766.0,4.3,1,2.86,13.3,,2.61,Late
745,Healthcare,Good,Small,Letter of Credit,Yes,No,30,64209.0,9.2,3,0.0,47.3,,2.8,On-Time
746,Manufacturing,Good,Enterprise,Letter of Credit,Yes,No,60,99159.0,5.0,1,1.03,18.6,,2.29,Late
747,Healthcare,Good,Small,Bank Transfer,No,No,30,255709.0,7.0,2,3.15,29.7,,3.17,On-Time
748,Healthcare,Fair,Small,Mobile Money,No,No,60,508465.0,4.2,0,3.2,12.1,,3.39,Late
749,Retail,Good,Large,Bank Transfer,No,Yes,15,466899.0,11.7,0,1.46,15.4,255068.70350562304,1.22,On-Time
750,Retail,Fair,Small,Bank Transfer,No,No,30,15617.0,5.1,1,0.21,14.2,,0.74,On-Time
751,Construction,Good,Small,Letter of Credit,No,Yes,45,435018.0,2.6,0,0.86,17.3,385858.42863355135,0.56,On-Time
752,Construction,Fair,Large,Letter of Credit,No,No,45,277546.0,2.3,0,1.64,16.6,,0.08,Severely Late
753,Technology,Fair,Enterprise,Bank Transfer,No,Yes,45,111231.0,5.0,1,0.97,22.3,119981.15357660163,4.96,On-Time
754,Retail,Fair,Medium,Mobile Money,No,Yes,45,32067.0,6.1,3,5.22,52.1,21615.40185979164,0.89,On-Time
755,Technology,Poor,Small,Bank Transfer,No,No,30,207735.0,5.2,1,2.89,23.4,,4.61,On-Time
756,Healthcare,Fair,Large,Bank Transfer,No,No,30,394124.0,2.9,1,0.87,26.4,,3.61,Late
757,Healthcare,Excellent,Medium,Cheque,Yes,Yes,90,490598.0,12.2,0,3.04,9.5,354568.5954353123,2.93,On-Time
758,Technology,Good,Medium,Bank Transfer,No,No,15,304802.0,1.2,1,2.13,21.9,,4.25,On-Time
759,Construction,Poor,Enterprise,Bank Transfer,No,Yes,90,311425.0,10.5,1,2.48,14.7,168209.9629265351,0.44,Severely Late
760,Technology,Poor,Small,Bank Transfer,No,No,30,96553.0,0.8,0,0.33,10.0,,4.42,On-Time
761,Technology,Fair,Large,Mobile Money,No,No,30,671229.0,10.0,4,1.47,74.2,,4.74,On-Time
762,Technology,Good,Medium,Bank Transfer,No,No,90,357842.0,1.4,1,4.44,21.8,,5.09,Late
763,Construction,Poor,Small,Bank Transfer,No,No,45,15737.0,4.7,2,3.82,34.2,,1.03,Severely Late
764,Technology,Good,Small,Letter of Credit,No,No,45,246007.0,6.8,3,3.68,48.4,,4.16,Late
765,Healthcare,Good,Medium,Bank Transfer,No,No,90,469830.0,0.5,1,2.46,14.6,,2.75,Late
766,Construction,Poor,Small,Bank Transfer,No,No,30,169888.0,3.7,1,0.23,27.6,,1.02,On-Time
767,Retail,Fair,Small,Bank Transfer,No,No,45,1456632.0,2.4,0,2.64,13.7,,0.53,On-Time
768,Construction,Good,Large,Bank Transfer,No,Yes,30,191889.0,2.9,0,1.75,18.8,225159.89618856212,0.56,On-Time
769,Construction,Excellent,Large,Cheque,No,Yes,45,22045.0,1.2,2,2.11,35.9,23524.08727421127,0.96,On-Time
770,Retail,Good,Large,Bank Transfer,No,No,45,312901.0,8.3,0,1.43,21.9,,1.99,On-Time
771,Construction,Good,Large,Bank Transfer,No,No,90,80301.0,4.6,2,3.33,21.0,,1.31,Severely Late
772,Technology,Fair,Small,Bank Transfer,No,No,30,180557.0,6.4,0,1.29,17.2,,4.28,On-Time
773,Retail,Fair,Small,Mobile Money,No,No,15,222360.0,14.0,2,0.86,42.8,,1.28,On-Time
774,Technology,Good,Large,Bank Transfer,No,No,15,338567.0,10.6,1,2.27,25.0,,5.26,On-Time
775,Healthcare,Fair,Small,Bank Transfer,No,Yes,30,841760.0,10.6,0,2.9,15.2,963934.6765057277,3.1,On-Time
776,Technology,Excellent,Small,Bank Transfer,No,No,30,136713.0,17.7,0,2.26,9.7,,4.73,On-Time
777,Manufacturing,Poor,Medium,Bank Transfer,No,No,60,108794.0,15.1,0,0.99,18.8,,1.72,Late
778,Construction,Fair,Small,Bank Transfer,No,Yes,90,20147.0,5.5,0,1.16,16.9,18828.766009122195,0.8,Severely Late
779,Technology,Fair,Medium,Bank Transfer,No,No,45,113173.0,1.9,0,1.54,18.3,,4.83,On-Time
780,Manufacturing,Good,Small,Bank Transfer,No,No,60,313637.0,3.5,1,2.78,28.6,,1.65,On-Time
781,Technology,Excellent,Small,Bank Transfer,No,Yes,45,583933.0,5.8,4,1.79,56.9,577298.220570171,4.75,On-Time
782,Manufacturing,Excellent,Medium,Cheque,No,No,60,213630.0,4.2,1,3.27,19.7,,1.65,On-Time
783,Construction,Poor,Large,Bank Transfer,No,No,30,396943.0,7.5,1,2.09,28.2,,0.41,On-Time
784,Manufacturing,Poor,Small,Mobile Money,No,No,90,542484.0,8.2,1,2.6,28.9,,2.38,Late
785,Retail,Good,Medium,Letter of Credit,No,No,45,107401.0,15.1,3,2.23,52.0,,1.56,Late
786,Healthcare,Excellent,Medium,Bank Transfer,No,No,45,184734.0,4.9,3,0.29,42.2,,3.18,Late
787,Manufacturing,Poor,Enterprise,Bank Transfer,No,No,90,330807.0,1.7,2,3.89,27.6,,2.05,Severely Late
788,Manufacturing,Excellent,Large,Bank Transfer,No,Yes,60,90606.0,4.3,0,3.65,4.2,39845.67469836335,2.18,On-Time
789,Manufacturing,Fair,Large,Mobile Money,No,No,30,620700.0,5.8,1,2.12,30.0,,1.79,Late
790,Retail,Excellent,Medium,Bank Transfer,No,No,15,455538.0,4.6,0,0.74,17.3,,0.95,On-Time
791,Healthcare,Excellent,Large,Letter of Credit,Yes,No,90,323505.0,12.3,1,3.28,32.9,,3.33,On-Time
792,Healthcare,Good,Small,Bank Transfer,No,No,45,149770.0,4.2,0,0.0,14.8,,2.46,On-Time
793,Technology,Fair,Small,Cheque,No,No,15,312321.0,6.6,1,3.02,25.9,,5.18,On-Time
794,Retail,Good,Small,Bank Transfer,No,No,15,438424.0,11.2,3,0.9,52.1,,1.57,Late
795,Retail,Good,Large,Mobile Money,No,Yes,15,436646.0,14.2,0,0.9,9.8,291999.2450505601,1.65,On-Time
796,Manufacturing,Good,Small,Cheque,Yes,No,45,245946.0,8.0,0,1.75,7.7,,2.09,On-Time
797,Manufacturing,Good,Small,Bank Transfer,No,No,30,415481.0,11.8,0,2.64,13.5,,1.85,On-Time
798,Manufacturing,Excellent,Medium,Cheque,No,Yes,90,172009.0,2.4,1,2.97,26.8,157910.88923423257,1.85,On-Time
799,Technology,Excellent,Small,Mobile Money,No,No,15,212659.0,3.9,0,2.39,11.9,,5.02,On-Time
800,Technology,Fair,Small,Bank Transfer,No,No,90,466520.0,5.9,1,2.0,22.2,,4.18,Late
801,Manufacturing,Excellent,Medium,Bank Transfer,No,Yes,30,344618.0,4.0,0,3.91,14.0,207864.37379622617,2.02,On-Time
802,Retail,Good,Medium,Mobile Money,Yes,No,15,29799.0,6.9,0,2.73,18.6,,0.98,Late
803,Retail,Excellent,Medium,Bank Transfer,No,Yes,60,593606.0,3.3,2,1.35,18.7,709184.0304283632,1.55,On-Time
804,Retail,Poor,Medium,Cheque,No,Yes,45,91600.0,3.7,1,2.49,25.9,88636.16494343807,1.46,Late
805,Manufacturing,Excellent,Small,Bank Transfer,No,No,30,439321.0,5.0,1,0.43,27.8,,2.19,On-Time
806,Manufacturing,Poor,Medium,Bank Transfer,No,No,60,433171.0,2.1,1,1.22,27.7,,1.89,On-Time
807,Healthcare,Poor,Medium,Mobile Money,No,No,30,246774.0,4.1,0,2.77,22.3,,3.0,On-Time
808,Technology,Good,Small,Mobile Money,Yes,Yes,90,169739.0,3.3,0,1.35,10.1,143350.95470529192,4.06,Late
809,Construction,Poor,Large,Cheque,No,Yes,15,355511.0,2.0,1,2.43,30.3,240464.52135671678,0.51,On-Time
810,Healthcare,Fair,Large,Mobile Money,Yes,Yes,45,119275.0,0.7,2,2.62,36.3,140669.1353782312,2.76,Severely Late
811,Manufacturing,Good,Large,Cheque,No,Yes,60,134111.0,4.9,5,1.29,59.8,88793.07510297942,2.2,Severely Late
812,Healthcare,Good,Large,Bank Transfer,Yes,No,60,445908.0,5.7,0,2.46,19.8,,2.69,Late
813,Technology,Good,Enterprise,Mobile Money,No,No,60,585817.0,2.0,1,2.32,30.6,,4.06,On-Time
814,Manufacturing,Good,Enterprise,Bank Transfer,No,No,60,235055.0,4.9,0,3.05,15.4,,2.28,On-Time
815,Manufacturing,Excellent,Small,Cheque,No,No,45,272953.0,16.9,1,0.64,43.5,,1.94,On-Time
816,Healthcare,Fair,Medium,Cheque,No,Yes,15,76623.0,5.4,1,0.92,13.6,64523.46861136017,2.87,On-Time
817,Healthcare,Fair,Small,Bank Transfer,No,No,30,349494.0,2.0,1,3.41,23.9,,2.93,On-Time
818,Retail,Excellent,Medium,Mobile Money,No,Yes,45,106336.0,6.5,4,0.98,37.5,102339.86230307883,1.53,Late
819,Technology,Fair,Medium,Cheque,No,No,15,126449.0,2.2,0,0.94,20.5,,4.64,On-Time
820,Manufacturing,Excellent,Medium,Letter of Credit,Yes,Yes,15,296236.0,9.3,2,0.04,36.4,347784.98409323586,2.96,On-Time
821,Manufacturing,Good,Medium,Bank Transfer,No,Yes,90,91588.0,4.7,1,2.7,27.1,66300.22644112993,1.69,Late
822,Retail,Fair,Large,Letter of Credit,No,No,30,242376.0,5.4,1,2.83,22.0,,1.91,Late
823,Construction,Good,Medium,Cheque,No,Yes,15,565397.0,7.2,1,1.17,25.9,422062.7389216967,0.93,On-Time
824,Healthcare,Fair,Medium,Bank Transfer,No,Yes,45,128046.0,8.5,1,0.17,24.2,147176.49210988558,3.82,On-Time
825,Manufacturing,Poor,Enterprise,Letter of Credit,No,Yes,90,657368.0,6.7,1,2.27,15.9,640228.8801455189,1.62,Severely Late
826,Manufacturing,Excellent,Large,Letter of Credit,No,No,15,167931.0,0.2,0,1.07,1.5,,1.24,On-Time
827,Manufacturing,Poor,Small,Bank Transfer,No,No,60,51593.0,5.5,3,2.15,59.8,,1.91,Severely Late
828,Technology,Good,Small,Letter of Credit,No,Yes,30,741790.0,9.8,1,0.97,23.6,524091.17133155087,4.58,On-Time
829,Healthcare,Poor,Medium,Bank Transfer,Yes,No,30,518389.0,1.3,0,1.86,18.2,,2.56,Severely Late
830,Manufacturing,Poor,Small,Cheque,No,No,60,418547.0,2.4,1,0.52,36.1,,2.29,Severely Late
831,Technology,Fair,Medium,Letter of Credit,No,Yes,45,326643.0,5.8,2,2.25,20.4,377850.24918783235,4.82,On-Time
832,Construction,Fair,Large,Mobile Money,No,No,90,192381.0,2.7,2,1.18,39.6,,0.75,Severely Late
833,Technology,Good,Medium,Letter of Credit,No,No,45,336776.0,7.2,0,0.87,18.8,,4.61,On-Time
834,Technology,Good,Large,Mobile Money,No,No,30,31800.0,7.9,3,0.0,67.9,,4.77,On-Time
835,Retail,Excellent,Large,Mobile Money,No,No,30,281746.0,1.6,1,1.38,13.9,,1.26,On-Time
836,Technology,Excellent,Medium,Mobile Money,No,No,45,325240.0,0.3,0,2.29,31.0,,4.72,On-Time
837,Healthcare,Excellent,Large,Mobile Money,No,No,45,514644.0,2.3,2,1.89,28.3,,3.33,On-Time
838,Manufacturing,Good,Medium,Mobile Money,Yes,No,15,835868.0,3.9,1,1.5,15.0,,1.74,On-Time
839,Retail,Excellent,Large,Bank Transfer,No,Yes,45,216744.0,5.6,3,1.38,19.6,105802.55044617021,0.74,On-Time
840,Manufacturing,Fair,Medium,Mobile Money,No,No,30,295299.0,5.3,1,0.06,28.0,,2.01,On-Time
841,Construction,Fair,Large,Bank Transfer,No,No,60,426347.0,4.7,2,1.24,17.0,,1.2,Late
842,Manufacturing,Excellent,Medium,Bank Transfer,No,No,45,43984.0,2.7,1,3.18,16.2,,1.84,On-Time
843,Manufacturing,Good,Enterprise,Bank Transfer,No,Yes,15,1471923.0,4.1,2,3.61,23.3,762994.9661894726,2.04,On-Time
844,Construction,Fair,Large,Letter of Credit,No,No,45,322322.0,4.1,1,0.0,25.3,,0.7,Severely Late
845,Retail,Good,Enterprise,Bank Transfer,No,Yes,60,97372.0,2.9,1,3.55,26.0,57331.315207837324,1.88,Late
846,Technology,Good,Medium,Bank Transfer,No,No,30,306345.0,16.3,1,2.77,27.4,,4.59,On-Time
847,Retail,Excellent,Medium,Mobile Money,Yes,No,30,1087469.0,7.0,3,0.45,33.9,,1.62,On-Time
848,Technology,Good,Medium,Bank Transfer,Yes,Yes,15,212477.0,7.6,1,2.48,31.2,141423.03881152786,4.27,On-Time
849,Technology,Excellent,Enterprise,Bank Transfer,Yes,Yes,60,204746.0,4.3,2,2.14,33.5,233086.10874507768,4.41,On-Time
850,Technology,Excellent,Large,Mobile Money,No,Yes,30,252558.0,5.4,1,3.63,24.3,156830.3906326713,4.77,On-Time
851,Retail,Poor,Medium,Cheque,No,No,30,793233.0,1.2,2,0.48,30.7,,1.5,On-Time
852,Healthcare,Excellent,Large,Bank Transfer,No,No,90,445743.0,6.5,0,3.2,27.6,,3.27,On-Time
853,Construction,Fair,Small,Bank Transfer,No,Yes,60,313931.0,2.5,1,2.22,21.8,152000.53838366177,0.92,Late
854,Technology,Good,Large,Mobile Money,Yes,Yes,30,302873.0,4.7,1,2.5,30.9,291639.26686932973,4.44,Late
855,Manufacturing,Good,Large,Mobile Money,No,No,90,274722.0,3.0,1,1.34,25.5,,2.13,Severely Late
856,Manufacturing,Excellent,Medium,Mobile Money,No,Yes,45,386093.0,0.5,1,0.9,22.8,328460.6439390767,2.57,On-Time
857,Manufacturing,Good,Enterprise,Bank Transfer,No,No,30,563527.0,1.5,1,2.8,27.4,,2.1,On-Time
858,Healthcare,Fair,Medium,Letter of Credit,Yes,Yes,30,444205.0,6.9,1,2.22,22.6,236234.62148214068,2.64,On-Time
859,Manufacturing,Fair,Enterprise,Letter of Credit,Yes,No,45,261474.0,8.4,1,2.38,23.9,,2.38,Severely Late
860,Technology,Good,Medium,Letter of Credit,No,No,45,176045.0,9.1,2,1.41,50.2,,4.92,Late
861,Healthcare,Excellent,Small,Letter of Credit,Yes,No,30,439518.0,16.1,2,2.49,37.2,,2.93,On-Time
862,Construction,Good,Large,Mobile Money,No,No,45,487516.0,8.8,2,0.17,38.1,,0.78,Late
863,Retail,Fair,Large,Cheque,Yes,No,45,301077.0,4.0,1,2.64,26.8,,0.85,Late
864,Construction,Good,Small,Bank Transfer,No,Yes,60,895196.0,9.9,2,3.33,14.8,723112.8856959811,0.28,On-Time
865,Retail,Fair,Large,Bank Transfer,No,No,60,87245.0,3.5,0,4.46,14.2,,1.31,On-Time
866,Construction,Excellent,Medium,Bank Transfer,No,Yes,30,428835.0,3.1,0,4.25,7.2,224008.37692710018,0.17,On-Time
867,Manufacturing,Poor,Enterprise,Mobile Money,No,No,45,281637.0,3.5,2,2.39,43.3,,1.62,Severely Late
868,Manufacturing,Good,Large,Bank Transfer,No,No,60,851516.0,8.4,2,1.18,47.6,,1.94,On-Time
869,Technology,Excellent,Small,Bank Transfer,Yes,No,30,796616.0,5.0,0,1.97,22.9,,4.55,On-Time
870,Retail,Fair,Large,Bank Transfer,No,No,90,620503.0,4.9,1,2.32,21.0,,1.79,Severely Late
871,Manufacturing,Good,Enterprise,Mobile Money,No,No,45,401991.0,4.5,1,1.91,32.5,,1.54,On-Time
872,Healthcare,Fair,Small,Mobile Money,Yes,No,90,444519.0,4.2,0,0.94,20.8,,3.36,Severely Late
873,Construction,Fair,Medium,Mobile Money,No,No,60,299050.0,4.9,0,3.56,10.9,,0.12,Late
874,Healthcare,Excellent,Medium,Cheque,No,Yes,15,339129.0,3.4,0,1.14,16.0,245398.99348444268,2.9,On-Time
875,Healthcare,Fair,Large,Bank Transfer,No,Yes,30,483700.0,6.6,0,0.0,13.1,318128.2323218239,1.88,On-Time
876,Construction,Good,Medium,Mobile Money,No,Yes,15,619747.0,25.0,0,0.0,18.0,537152.405933135,0.77,On-Time
877,Construction,Excellent,Medium,Bank Transfer,No,No,15,418591.0,3.8,0,1.37,21.8,,1.04,On-Time
878,Manufacturing,Good,Small,Bank Transfer,No,Yes,30,652308.0,2.1,2,0.84,27.7,488548.4178194287,2.77,On-Time
879,Retail,Fair,Enterprise,Bank Transfer,No,Yes,45,617504.0,1.2,1,1.69,20.8,646835.322731767,1.52,On-Time
880,Healthcare,Good,Enterprise,Bank Transfer,No,Yes,15,107196.0,19.1,1,1.02,22.4,50087.02646549505,3.51,On-Time
881,Healthcare,Fair,Enterprise,Bank Transfer,No,Yes,45,922660.0,10.9,0,3.65,10.8,773096.5564834343,3.02,On-Time
882,Healthcare,Good,Large,Mobile Money,No,No,30,1010444.0,12.9,1,0.97,28.5,,3.4,On-Time
883,Technology,Good,Small,Letter of Credit,No,No,45,236690.0,2.4,1,2.92,19.9,,4.69,On-Time
884,Retail,Good,Medium,Bank Transfer,No,Yes,90,274663.0,6.2,2,2.65,43.1,230495.59227810436,1.27,Late
885,Manufacturing,Poor,Medium,Bank Transfer,No,No,30,284760.0,10.8,2,1.05,47.5,,2.34,Late
886,Technology,Excellent,Small,Bank Transfer,No,No,45,1465518.0,0.5,1,1.11,13.2,,4.31,On-Time
887,Healthcare,Good,Enterprise,Letter of Credit,No,No,45,258583.0,0.8,1,2.85,21.8,,2.63,On-Time
888,Construction,Good,Medium,Mobile Money,No,Yes,45,91710.0,8.5,1,1.75,22.7,50095.34642456319,0.83,On-Time
889,Retail,Good,Large,Bank Transfer,No,No,30,236486.0,7.1,0,1.37,17.9,,1.42,On-Time
890,Healthcare,Good,Medium,Cheque,Yes,No,15,279324.0,12.1,2,1.03,27.4,,2.8,On-Time
891,Technology,Fair,Medium,Bank Transfer,No,Yes,15,446150.0,3.6,0,2.85,25.8,280217.4054085815,4.28,On-Time
892,Technology,Excellent,Small,Bank Transfer,Yes,No,30,47615.0,4.6,0,2.37,8.8,,4.06,On-Time
893,Manufacturing,Good,Small,Bank Transfer,No,No,30,286409.0,5.1,1,2.78,21.5,,2.05,On-Time
894,Construction,Excellent,Enterprise,Bank Transfer,No,Yes,15,478033.0,1.1,1,0.0,33.5,272131.55022118095,1.01,On-Time
895,Construction,Excellent,Large,Bank Transfer,No,No,45,291463.0,7.5,6,1.97,78.0,,0.82,Severely Late
896,Retail,Good,Medium,Letter of Credit,No,Yes,30,164855.0,4.5,1,0.62,16.7,96456.8563242934,0.95,On-Time
897,Manufacturing,Good,Medium,Bank Transfer,No,Yes,60,148915.0,3.8,2,0.0,25.2,137017.2769982928,1.53,On-Time
898,Technology,Poor,Medium,Mobile Money,Yes,Yes,60,177854.0,3.2,3,1.67,36.8,90780.63925189202,4.18,Late
899,Manufacturing,Fair,Small,Bank Transfer,No,No,30,34932.0,11.0,0,2.1,14.4,,2.6,On-Time
900,Healthcare,Excellent,Medium,Bank Transfer,No,No,60,65844.0,9.1,0,2.65,13.5,,2.37,On-Time
901,Construction,Fair,Medium,Bank Transfer,No,Yes,15,536876.0,4.4,0,0.31,2.5,563103.7251725681,1.58,On-Time
902,Healthcare,Good,Large,Mobile Money,No,Yes,60,448016.0,11.8,1,2.88,25.6,222741.5379450333,2.87,On-Time
903,Construction,Good,Medium,Bank Transfer,No,No,30,20820.0,4.4,0,2.29,22.3,,0.33,On-Time
904,Manufacturing,Good,Medium,Cheque,No,No,30,461474.0,5.4,0,0.94,16.3,,2.2,On-Time
905,Healthcare,Fair,Medium,Bank Transfer,No,Yes,90,438502.0,5.1,1,2.98,24.8,460510.6320310044,3.08,On-Time
906,Technology,Fair,Small,Letter of Credit,No,No,90,324381.0,6.6,2,2.14,15.8,,4.25,Late
907,Technology,Excellent,Medium,Bank Transfer,Yes,Yes,45,1155554.0,1.0,1,1.45,37.9,623908.6117106237,4.58,On-Time
908,Retail,Good,Medium,Bank Transfer,No,No,15,1014196.0,4.6,1,2.69,19.4,,0.48,On-Time
909,Manufacturing,Good,Small,Cheque,No,Yes,45,176561.0,4.6,1,1.96,37.3,135268.57227197147,2.29,On-Time
910,Retail,Poor,Large,Letter of Credit,No,No,45,421209.0,2.2,3,3.38,51.0,,1.63,Severely Late
911,Construction,Good,Medium,Bank Transfer,No,Yes,45,326455.0,17.8,0,0.85,23.5,209069.27028322459,0.33,On-Time
912,Manufacturing,Poor,Small,Mobile Money,No,No,30,101291.0,4.8,2,0.0,51.8,,2.31,On-Time
913,Retail,Good,Small,Mobile Money,No,Yes,60,148460.0,5.2,1,2.7,35.7,94148.61930829556,0.69,On-Time
914,Technology,Fair,Enterprise,Bank Transfer,No,No,30,156842.0,6.4,3,3.71,49.3,,4.47,On-Time
